Name,City,Country,Cuisine,Awards,Source Lists
Moment,,,"Creative, Modern Cuisine; Modern Cuisine",,
Nokka,,,"Modern Cuisine, Finnish",,
Møf,,,Danish,,
Kiin Kiin,,,"Thai, Contemporary",,
Vaaghals,,,Scandinavian,,
Kiin Kiin VeVe,,,"Vegetarian, Creative",,
Atelier 33,,,French,,
Restaurant Saga,,,Modern Cuisine,,
Restaurant Palægade,,,"Smørrebrød, Danish",,
JORD,,,Modern Cuisine,,
Washoku TOMO,,,Japanese,,
Madonna,,,Modern Cuisine,,
Kappo Andō,,,Japanese,,
Bravo,,,"Norwegian, Modern Cuisine",,
Brút,,,"Modern Cuisine, Seafood",,
Voisine,,,Modern Cuisine,,
aster,,,Contemporary; Creative,,
TIDES,,,Modern Cuisine,,
Rizibizi,,,Mediterranean Cuisine,,
Plesnik,,,"Regional Cuisine, Seasonal Cuisine",,
Hiša Raduha,,,Farm to table,,
Sophia,,,Mediterranean Cuisine,,
Restavracija Strelec,,,"Modern Cuisine, Creative",,
Ošterija Debeluh,,,Contemporary,,
Salicornia,,,"Seafood, Classic Cuisine",,
Gostilna Vovko,,,Regional Cuisine,,
Danilo,,,Contemporary,,
Restavracija Sedem,,,Contemporary,,
AFTR,,,Modern Cuisine,,
Gostilna Krištof,,,"Traditional Cuisine, Regional Cuisine",,
Landerik,,,"Farm to table, Regional Cuisine",,
Stara Gostilna,,,"Modern Cuisine, Contemporary",,
Kendov Dvorec,,,"Traditional Cuisine, Organic",,
B-Restaurant,,,"Modern Cuisine, International",,
Špacapanova Hiša,,,Contemporary,,
Dvor Jezeršek,,,Traditional Cuisine,,
Julijana,,,International,,
Dveri Pax,,,"Contemporary, Seasonal Cuisine",,
Altrokè,,,Regional Cuisine,,
Sushimama,,,Japanese,,
Restavracija Hotela Marina,,,"Mediterranean Cuisine, Seafood",,
Restavracija Grad Otočec,,,Regional Cuisine,,
PEN KLUB Restavracija,,,"European, Mediterranean Cuisine",,
Miza za štiri,,,Modern Cuisine,,
A3,,,Modern Cuisine,,
Peti 181,,,"Mediterranean Cuisine, Seafood",,
Grad Štanjel Restaurant & Lounge Bar,,,"Regional Cuisine, Farm to table",,
City Terasa,,,"Mediterranean Cuisine, Grills",,
Gostilna na Gradu,,,Traditional Cuisine,,
MAK,,,"Creative, Modern Cuisine",,
Kogo,,,Regional Cuisine,,
JB Restavracija,,,"Modern Cuisine, Classic Cuisine",,
Restavracija Calypso,,,"Traditional Cuisine, Classic Cuisine",,
Gostilna AS,,,Traditional Cuisine,,
Vila Planinka,,,"Regional Cuisine, Innovative",,
TaBar,,,"Modern Cuisine, Contemporary",,
Restavracija 1906,,,"Contemporary, Traditional Cuisine",,
Restavracija Shambala,,,Asian,,
Galerija okusov,,,Modern Cuisine,,
Hiša Torkla,,,"Regional Cuisine, Grills",,
Gostilna Francl,,,Regional Cuisine,,
Jaz by Ana Roš,,,"Modern Cuisine, European Contemporary",,
Old Cellar Bled,,,"Regional Cuisine, Seasonal Cuisine",,
Breg,,,Contemporary,,
Vila Podvin,,,Modern Cuisine,,
Restavracija CUBO,,,Mediterranean Cuisine,,
Georgie Bistro,,,Contemporary,,
Gostilna Repovž,,,"Farm to table, Regional European",,
JUNTO,,,"Cantonese, Contemporary",,
Sushi Kajin,,,Sushi,,
Tempura Sugimura,,,Tempura,,
Pale Jade Pavilion,,,Taiwanese,,
Anchovy,,,European Contemporary,,
Ginza Sushi Ichidai Yugo,,,Sushi,,
ess.,,,Italian,,
Loiseau de France,,,"French, Traditional Cuisine",,
TACUBO Shirokanedai,,,Italian,,
Tempura Kitagawa,,,Tempura,,
Sushidokoro Shishi,,,Sushi,,
Shutei Tanaka,,,Yakitori,,
Yugetsu,,,Izakaya,,
Teuchisoba Jiyusan,,,Soba,,
Shinrakuki,,,Chinese,,
Sztuczka,,,Modern Cuisine,,
Gustaw,,,Modern Cuisine,,
Wrocławska,,,Regional Cuisine,,
Petit Paris,,,French,,
Kropka.,,,Modern Cuisine,,
Papavero,,,Mediterranean Cuisine,,
Korill180,,,Korean,,
Mercado Tapas Bistro,,,Spanish,,
OK Wine Bar,,,Seafood,,
Hankki,,,"Korean, Japanese",,
Vamos!,,,Mediterranean Cuisine,,
Hana Sushi,,,"Japanese, Korean",,
Bez Gwiazdek,,,Modern Cuisine,,
La Luce,,,Italian,,
Fiorentina,,,Creative,,
Euskadi,,,Basque,,
A nóż widelec,,,Modern Cuisine,,
Filipa 18,,,Modern Cuisine,,
Muzealna,,,Traditional Cuisine,,
Lwia Brama²,,,Traditional Cuisine,,
Monopol,,,Modern Cuisine,,
L’Entre Villes,,,"Traditional Cuisine, French",,
Fino,,,Modern Cuisine,,
Nolita,,,"Modern Cuisine, Asian Influences",,
Mazi,,,Mediterranean Cuisine,,
Eliksir,,,Modern Cuisine,,
Oberża 86,,,"Seasonal Cuisine, French",,
Mercato,,,Modern Cuisine,,
Copernicus,,,Modern Cuisine,,
Nafta Neo Bistro,,,"Contemporary, Polish",,
Butchery & Wine,,,Meats and Grills,,
PASODOBRE,,,Spanish,,
Między Mostami,,,Modern Cuisine,,
Przystań & Marina,,,Mediterranean Cuisine,,
Nare Sushi,,,Japanese,,
Epoka,,,Innovative,,
Fisherman,,,Seafood,,
Dyletanci,,,Modern Cuisine,,
The Time,,,Modern Cuisine,,
Pod Nosem,,,Traditional Cuisine,,
Karakter,,,Modern Cuisine,,
Kogel Mogel,,,Traditional Cuisine,,
alewino,,,Traditional Cuisine,,
Niesztuka,,,Modern Cuisine,,
The Farm,,,Modern Cuisine,,
CAMPO Modern Grill,,,Meats and Grills,,
Luneta & Lorneta Bistro Club,,,Traditional Cuisine,,
Piwna47,,,Polish,,
Tygle,,,Traditional Cuisine,,
La Maddalena,,,Modern Cuisine,,
Artesse,,,Creative,,
True,,,Meats and Grills,,
Ritz,,,Modern Cuisine,,
Warsztat - Food & Garden,,,"Traditional Cuisine, Regional Cuisine",,
Most,,,Modern Cuisine,,
Rusiko,,,Traditional Cuisine,,
Wierzbowa 15,,,Modern Cuisine,,
NOTA_RESTO by Tomasz Leśniak,,,Modern Cuisine,,
Port Sołacz,,,Modern Cuisine,,
Restauracja Solmarina,,,"Polish, Contemporary",,
Źródło,,,Traditional Cuisine,,
Café Xander,,,International,,
Farina,,,Seafood,,
Bufet KRK,,,Modern Cuisine,,
Cucina,,,Mediterranean Cuisine,,
Delicja,,,Traditional Cuisine,,
Pod Różą,,,Modern Cuisine,,
Amarylis,,,Modern Cuisine,,
dinette,,,Modern Cuisine,,
Tuna,,,Seafood,,
Zen On,,,"Ramen, Japanese",,
Marino Bistrot,,,Italian,,
Martim,,,"Portuguese, Seafood",,
Nami Beef and Reef,,,Japanese,,
Acquario,,,Modern Cuisine,,
Europejski Grill,,,Modern Cuisine,,
Młoda Polska,,,Modern Cuisine,,
NOOKS,,,"Meats and Grills, Seafood",,
Noriko Omakase,,,Japanese,,
Lamai Garden,,,Vietnamese Contemporary,,
Olivia's Prime,,,Steakhouse,,
Bà Diệu (Tran Tong Street),,,Noodles,,
Nu Đồ Kitchen,,,Noodles,,
Bún Riêu Cua 39,,,Noodles,,
ST25 by KOTO,,,Vietnamese Contemporary,,
Le Beaulieu,,,French,,
Bánh Canh Yến,,,Street Food,,
Mỳ Quảng Cô Sáu,,,Vietnamese,,
Mì Quảng 1A,,,Noodles,,
Xôi Gà Number One,,,Street Food,,
Kobe Bistro,,,French Contemporary,,
Phở Bò Phú Gia (District 3),,,Noodles,,
Bún Bò Huế Cô Như,,,Noodles,,
Bà Cô Lốc Cốc,,,Seafood,,
An's Saigon,,,Innovative,,
Fashionista Café,,,European Contemporary,,
Bánh Xèo Bà Dưỡng,,,Vietnamese,,
The Temptation,,,French Contemporary,,
Oryz,,,Asian Contemporary,,
Ốc Oanh,,,Street Food,,
Bánh Cuốn Bà Xuân,,,Street Food,,
Highway4 (Hang Tre Street),,,Vietnamese,,
Bún Thịt Nướng Hoàng Văn,,,Street Food,,
Olivia,,,European Contemporary,,
Ốc Vi Saigon,,,Seafood,,
Lửa,,,European Contemporary,,
Phở Việt Nam (District 1),,,Noodles,,
3G Trois Gourmands,,,French,,
Bờm,,,Vietnamese Contemporary,,
Cau Go,,,Vietnamese,,
Nén Light,,,Innovative,,
Phở Hùng (District 1),,,Noodles,,
Lai,,,Cantonese,,
Stoker (District 1),,,Steakhouse,,
Hoa Túc (District 1),,,Vietnamese,,
Bếp Prime,,,Vietnamese,,
Square One,,,International,,
Duong's (Ngo Huyen Street),,,Vietnamese,,
Vietnam House,,,Vietnamese,,
Bún Chả Đắc Kim (Hang Manh Street),,,Street Food,,
Hemispheres Steak & Seafood Grill,,,Steakhouse,,
A Bản Mountain Dew,,,Vietnamese,,
Quán Ăn Ngon (Hoan Kiem),,,Vietnamese,,
La Badiane,,,Fusion,,
Chapter,,,Vietnamese Contemporary,,
Bếp Cuốn,,,Vietnamese,,
Vien Dining,,,Innovative,,
Bếp Người Hội An,,,Vietnamese,,
Hanoi Garden,,,Vietnamese,,
Hiệu Lực Canh Cá Rô Hưng Yên (Hai Ba Trung),,,Noodles,,
Phở Cuốn Chinh Thắng,,,Noodles,,
Hoi An Sense,,,Vietnamese,,
Moc,,,Seafood,,
Béo Ơi,,,Vietnamese,,
Lüne,,,French,,
Miên Saigon,,,European Contemporary,,
Maison 1929,,,Vietnamese,,
My Hanh Seafood,,,Seafood,,
Bún Chả Cá Bà Hoa,,,Noodles,,
Bé Mặn,,,Seafood,,
Okra FoodBar,,,European Contemporary,,
Phở Gà Châm (Yen Ninh Street),,,Noodles,,
Nén Danang,,,Vietnamese Contemporary,,
Bếp Hên,,,Vietnamese,,
La Fontaine,,,French,,
Phở Tiến,,,Noodles,,
Izakaya by Koki,,,Japanese,,
Senté (Nguyen Quang Bich Street),,,Vietnamese Contemporary,,
Tanh Tách,,,Seafood,,
Etēsia,,,European Contemporary,,
Rice Field,,,Vietnamese,,
Ốc Đào (District 1),,,Seafood,,
Esta,,,Asian Contemporary,,
T.U.N.G dining,,,Innovative,,
Azabu,,,Japanese,,
Labri,,,European Contemporary,,
French Grill By Jean-François Nulli,,,French Contemporary,,
El Gaucho (Hoan Kiem),,,Steakhouse,,
Bánh Cuốn Bà Hoành,,,Street Food,,
Cơm Gà Lan,,,Rice Dishes,,
Du Yên,,,Vegetarian,,
Nephele,,,Asian Contemporary,,
The Albion by Kirk Westaway,,,British Contemporary,,
Vị An,,,Vietnamese,,
Năm Đảnh,,,Seafood,,
Madame Lân,,,Vietnamese,,
Mía Dining,,,European Contemporary,,
Thúy 94 Cũ,,,Seafood,,
Ốc Di Tú,,,Seafood,,
Đông Phố,,,Vietnamese,,
Si Dining,,,Italian Contemporary,,
Cô Liêng,,,Street Food,,
The Monkey Gallery Dining,,,European Contemporary,,
Madame Lam,,,Vietnamese Contemporary,,
Elgin,,,European,,
Quince Eatery,,,Mediterranean Cuisine,,
Cồ Đàm,,,Vegetarian,,
Octo,,,Spanish,,
Truffle,,,French Contemporary,,
Chả Cá Anh Vũ (Dong Da),,,Vietnamese,,
Å by T.U.N.G,,,Innovative,,
Ngon Garden,,,Vietnamese,,
Bún Chả Hương Liên (Hai Ba Trung),,,Street Food,,
Backstage,,,Vietnamese Contemporary,,
Gastro Brisk,,,"Farm to table, Contemporary",,
Jerome,,,"French, Belgian",,
LiJo,,,"Seasonal Cuisine, French",,
Bistro Camélia,,,"Seasonal Cuisine, Farm to table",,
Bar Misera,,,Seafood,,
Belga Queen,,,"Belgian, Modern Cuisine",,
Plein 25,,,"Seasonal Cuisine, French",,
LUMA,,,Modern French,,
Söma,,,Modern Cuisine,,
Les Volets Rouges,,,Modern Cuisine,,
Le Valtrivin,,,Modern Cuisine,,
Passage Secret,,,Classic Cuisine,,
Maison Lagure,,,Modern Cuisine,,
Taulissa,,,Mediterranean Cuisine,,
Vinello,,,"Italian, Modern Cuisine",,
Curnonsky,,,Modern Cuisine,,
Les Nymphéas,,,Modern Cuisine,,
Hokusaï,,,"Japanese, Fusion",,
La Meunière,,,Lyonnaise,,
Glaz,,,Modern Cuisine,,
L'Auberge des Crus,,,Traditional Cuisine,,
Al Madrigale | Nuova Cucina Rurale,,,"Regional Cuisine, Modern Cuisine",,
Osteria Ime,,,"Contemporary, Farm to table",,
Alessandro Borghese,,,"Venetian, Modern Cuisine",,
Terraforte,,,"Contemporary, Tuscan",,
Pepe Nero,,,"Seafood, Modern Cuisine",,
Storico Caffè Grande - Osteria del Centro,,,"Grills, Seasonal Cuisine",,
Osteria FraSe,,,"Seafood, Venetian",,
Machettö,,,"Contemporary, Ligurian",,
NUH Osteria Contemporanea,,,"Regional Cuisine, Modern Cuisine",,
Nunù Trattoria Moderna,,,"Traditional Cuisine, Mediterranean Cuisine",,
Locanda Sant'Agata,,,"Contemporary, Tuscan",,
INEO,,,"International, Creative",,
Locanda Le Logge,,,"Cuisine from the Marches, Classic Cuisine",,
Exforo,,,"Contemporary, Italian",,
Mezcal,,,Mexican,,
Jabalina,,,Mexican,,
LÍMO Heritage Kitchen at Suelo Sur,,,Mexican,,
Lalo!,,,Contemporary,,
Tacos Piedra 1,,,Mexican,,
Al Pairo at Solaz,,,Mexican,,
Barbacoa Obispo Cocina Rural,,,Mexican,,
Ricos Tacos Toluca,,,Mexican,,
Aquiles,,,Contemporary,,
Lina,,,"Mexican, Contemporary",,
Maizajo,,,Mexican,,
Baldio,,,"Mexican, European",,
Nois,,,"Mexican, Contemporary",,
Brio,,,"Mexican, Mediterranean Cuisine",,
Castacán,,,Mexican,,
Mision 19,,,Mexican,,
Woodend,,,Contemporary,,
Taqueria El Paisa,,,Mexican,,
Atarraya,,,Mexican,,
Casa Banana,,,Argentinian,,
NÜ Tulum,,,"Mexican, Contemporary",,
Oryx,,,"Mexican, Contemporary",,
Zandunga,,,"Mexican, Regional Cuisine",,
Arbol,,,"Indian, Asian",,
Entremar,,,"Seafood, Mexican",,
Hugo,,,Contemporary,,
El Tigre Silencioso,,,"Creative, Mexican",,
Botánico,,,Contemporary,,
Kous Kous,,,Moroccan,,
Taqueria La Principal,,,Mexican,,
Sarde,,,Contemporary,,
Criollo,,,"Mexican, Traditional Cuisine",,
Acre,,,Mexican,,
Casa Oaxaca El Restaurante,,,"Mexican, Contemporary",,
Crudo,,,"Fusion, Mexican",,
El Fogón,,,Mexican,,
Oystera,,,"Seafood, Mexican",,
Manzanilla,,,"Mexican, Contemporary",,
Wild,,,"Contemporary, Mexican",,
DŪM,,,Mexican,,
Los Danzantes Mexico City,,,"Mexican, Contemporary",,
Lorea,,,"Mexican, Contemporary",,
KI'IS,,,"Mexican, Contemporary",,
Bella Aurora,,,Italian,,
Taqueria El Gran Abanico,,,Mexican,,
Cariñito Tacos,,,Mexican,,
Tacos Hola El Güero,,,Mexican,,
"Tacos ""El Compadre""",,,Mexican,,
Ruba's Bakery,,,"Mexican, Bakery",,
Adamá,,,Middle Eastern,,
La Casa De Las Mayoras,,,"Mexican, Vegetarian",,
Los Tres Gallos,,,Mexican,,
Aúna,,,Contemporary,,
Restaurante Punta Morro,,,Mexican,,
Martínez,,,Contemporary,,
Limosneros,,,"Mexican, Traditional Cuisine",,
Guzina Oaxaca,,,"Regional Cuisine, Mexican",,
Ancestral Cocina Tradicional,,,Mexican,,
Envero en el Valle,,,Mexican,,
CARBÓNCABRÓN,,,Contemporary,,
Tacos El Franc,,,Mexican,,
Almoraduz,,,Mexican,,
TENOCH by Paradero Todos Santos,,,"Mexican, Contemporary",,
Cana,,,"Contemporary, International",,
Barbacoa Gonzalitos,,,"Mexican, Regional Cuisine",,
Corazón D'Petra,,,Mexican,,
Hartwood,,,Mexican,,
Nicos,,,"Traditional Cuisine, Mexican",,
Fonda San Francisco,,,Mexican,,
Bruma Wine Garden,,,Contemporary,,
Comal,,,"Mexican, Contemporary",,
Migrante,,,International,,
Autor,,,"Contemporary, Mexican",,
Carmela y Sal,,,Mexican,,
Benno,,,"Mexican, Mediterranean Cuisine",,
Kiosco Verde,,,"Seafood, Regional Cuisine",,
Tacos de Canasta Los Especiales,,,Mexican,,
Vernáculo,,,Mexican,,
Madre,,,Mexican,,
Meroma,,,Contemporary,,
Campobaja,,,"Seafood, Regional Cuisine",,
Bu’ul,,,"Mexican, Creative",,
Almú,,,Mexican,,
María Dolores,,,"Mexican, Contemporary",,
Lumbre,,,Mexican,,
Nao,,,Mediterranean Cuisine,,
MeroToro,,,"Contemporary, Mexican",,
Tacos Mi Ranchito El Fenix,,,Mexican,,
Latitud 32,,,Mexican,,
Asador Bacanora Oaxaca,,,Mexican,,
Omakai,,,Japanese,,
Restaurante Amores,,,Mexican,,
Tacos Marco Antonio,,,Mexican,,
Er Rre un Bistró,,,"International, Contemporary",,
Malix,,,"Mexican, International",,
El Paisa,,,Mexican,,
Pigeon,,,International,,
La Barra de Fran,,,Spanish,,
Teocintle-Tika'aya,,,"Mexican, Contemporary",,
Manta,,,"Mexican, Fusion",,
Itanoní,,,"Mexican, Traditional Cuisine",,
Arca,,,"Contemporary, Mexican",,
Primitivo,,,Contemporary,,
Sartoria,,,"Italian, Italian Contemporary",,
Deckman's En El Mogor,,,Mexican,,
Taqueria Los Parados,,,Mexican,,
Bajel,,,Contemporary,,
Hiræth,,,Modern Cuisine,,
Krokodilos,,,Greek,,
Dear Jackie,,,Italian,,
Silva,,,Modern Cuisine,,
Farm Caff,,,Modern British,,
The Rum Fox,,,Traditional British,,
Toklas,,,Mediterranean Cuisine,,
Jai Ho,,,Indian,,
HDDN,,,Contemporary,,
In-Pulso,,,Contemporary,,
SCAPAR,,,Fusion,,
Vilagut,,,Traditional Cuisine,,
Garum 2.1,,,Modern Cuisine,,
Matsu Izakaya,,,Japanese Contemporary,,
Dantte,,,Italian Contemporary,,
Casa Nita,,,Farm to table,,
Cañete,,,Farm to table,,
Arre,,,"Contemporary, Traditional Cuisine",,
ALBA Bistro,,,Italian,,
MOTÍF,,,Japanese Contemporary,,
Apvalaus Stalo Klubo,,,Modern Cuisine,,
DIA,,,"International, Creative",,
Protėviai,,,Barbecue,,
HeJi,,,Asian Influences,,
Farmer & The Ocean,,,Meats and Seafood,,
Somm,,,Modern Cuisine,,
Red Brick,,,Modern Cuisine,,
Uoksas,,,Modern Cuisine,,
Monte Pacis,,,"Contemporary, Modern Cuisine",,
Dine,,,Modern Cuisine,,
Arrivée,,,French,,
Stikliai,,,Classic French,,
Stebuklai,,,"Modern Cuisine, Contemporary",,
Ertlio Namas,,,Regional Cuisine,,
Pacai,,,Modern Cuisine,,
Telegrafas,,,Modern Cuisine,,
monai,,,Modern Cuisine,,
Amandus,,,Modern Cuisine,,
Da Antonio,,,Italian,,
Justa Pasta,,,Italian,,
Fabrikėlis,,,Modern Cuisine,,
elven,,,Modern Cuisine,,
Momo Grill,,,Modern Cuisine,,
Indikaya,,,"Indian, Fusion",,
Trèsind,,,Indian,,
Rüya,,,Turkish,,
French Riviera Beach,,,French,,
The Artisan,,,Italian,,
Coya,,,Peruvian,,
Riviera by Jean Imbert,,,Mediterranean Cuisine,,
Siraj,,,Middle Eastern,,
MayaBay,,,Asian,,
estiatorio Milos,,,Greek,,
Pierre's TT,,,French Contemporary,,
Rhodes w1,,,British Contemporary,,
Akira Back,,,Japanese Contemporary,,
Fi'lia,,,"Italian, Classic Cuisine",,
Late Eatery,,,Creative,,
XU Dubai,,,Chinese,,
TERO - The Experience by Reif Othman,,,Creative,,
Josette,,,French,,
L’Olivo at Al Mahara,,,Italian,,
Hutong,,,Chinese,,
Il Borro Tuscan Bistro Dubai,,,Italian,,
City Social,,,Modern Cuisine,,
Rockfish,,,Seafood,,
Bombay Bungalow,,,Indian,,
Tang Town,,,Chinese,,
The Guild,,,Meats and Seafood,,
Zuma,,,Japanese Contemporary,,
Sexy Fish,,,"Japanese, Asian",,
Carnival by Trèsind,,,Indian,,
StreetXO,,,Contemporary,,
La Mar by Gastón Acurio,,,Peruvian,,
Pierchic,,,"Italian, Classic Cuisine",,
Mina Brasserie,,,Mediterranean Cuisine,,
Indego by Vineet,,,Indian,,
Leña Dubai,,,Meats and Grills,,
Armani Hashi,,,Japanese Contemporary,,
Demon Duck by Alvin Leung,,,Chinese Contemporary,,
La Petite Maison (LPM),,,"Mediterranean Cuisine, French",,
Avli BY TASHAS,,,Greek,,
Ibn Albahr,,,Lebanese,,
Brasserie Boulud,,,"French, Classic Cuisine",,
Sea Fu,,,"Seafood, Asian",,
CÉ LA VI,,,Contemporary,,
Osteria Funkcoolio,,,Italian,,
TakaHisa,,,Japanese,,
Atrangi by Ritu Dalmia,,,Indian,,
Fouquet's,,,French,,
Mott 32,,,Cantonese,,
Bâoli,,,"Mediterranean Cuisine, Asian",,
Ronin,,,Japanese Contemporary,,
Cinque,,,"Italian, International",,
Jun's,,,"Asian, American",,
Studio Frantzén,,,Modern Cuisine,,
Chic Nonna,,,Italian,,
RSVP,,,French,,
At.Mosphere,,,Modern Cuisine,,
Amazónico,,,Latin American,,
Al-Fanar,,,Emirati Cuisine,,
Clap,,,Japanese Contemporary,,
Mimi Mei Fair,,,Chinese,,
JARA by Martín Berasategui,,,Basque,,
The Spaniel,,,British Contemporary,,
Gerbou,,,Emirati Cuisine,,
Dragonfly,,,Japanese Contemporary,,
Bordo Mavi,,,Seafood,,
Ariana's Persian Kitchen,,,Persian,,
Boca,,,Mediterranean Cuisine,,
Ninive,,,Middle Eastern,,
Nobu,,,Japanese Contemporary,,
Sucre,,,Latin American,,
LOWE,,,Contemporary,,
Little Miss India,,,Indian,,
Netsu by Ross Shonhan,,,Japanese Contemporary,,
Masti,,,Indian,,
Freilager La Trattoria,,,"Italian, Pizza",,
Ottolenghi,,,"Mediterranean Cuisine, World Cuisine",,
Hatecke,,,"Meats and Grills, Swiss",,
tsuru tsuru noodlebar,,,"Noodles, Japanese",,
Amaru by Claudia Canessa,,,Peruvian,,
Quenino,,,Innovative,,
Sushi Hare,,,Sushi,,
Na Oh,,,Korean Contemporary,,
Sugarra,,,Basque,,
Bhoomi,,,Indian,,
Ichigo Ichie,,,Japanese,,
Latido,,,"Colombian, Contemporary",,
Iru Den,,,Taiwanese contemporary,,
L’Antica Pizzeria da Michele,,,Pizza,,
Sin Heng Claypot Bak Koot Teh,,,Singaporean,,
San Xiang Rou Cuo Mian,,,Street Food,,
Long Kee Wanton Noodle,,,Street Food,,
Kang Le Fishball Noodles,,,Street Food,,
Hyakuyaku by Tokuyamazushi,,,Japanese,,
La Gloire,,,French,,
Yd’or,,,French,,
NANAHIRO,,,Contemporary,,
Yaesu Unagi Hashimoto,,,Unagi / Freshwater Eel,,
Ristorante Angelo,,,Italian,,
Chiso Takayama,,,Japanese,,
Sassa,,,Japanese,,
Unagi Tokito,,,Unagi / Freshwater Eel,,
Gigio,,,Italian,,
Les Mômes,,,Modern Cuisine,,
La Chronique,,,"French, Modern Cuisine",,
Dorsia,,,"European, Modern Cuisine",,
Damas,,,Middle Eastern,,
Toqué!,,,Traditional Cuisine,,
Le Hatley - Manoir Hovey,,,Modern Cuisine,,
L'Orygine,,,Creative,,
La Porte Arrière,,,Modern Cuisine,,
Le Clocher Penché,,,"Regional Cuisine, Traditional Cuisine",,
Jun I,,,"Japanese, Sushi",,
Place Carmin,,,French,,
Le Mousso,,,Creative,,
Le St-Urbain,,,Modern Cuisine,,
Le Violon,,,Modern Cuisine,,
Leméac,,,French,,
Les Affamés,,,Modern Cuisine,,
Arlequin,,,Modern Cuisine,,
Le Clan,,,Regional Cuisine,,
Champlain,,,Modern Cuisine,,
Auberge Saint-Mathieu,,,Creative,,
Mémo,,,Modern Cuisine,,
Île Flottante,,,Modern Cuisine,,
La Planque,,,Modern Cuisine,,
Le Tap Room - Manoir Hovey,,,Traditional Cuisine,,
Au Pied de Cochon,,,Regional Cuisine,,
Le Serpent,,,"Mediterranean Cuisine, Italian",,
Othym,,,"Regional Cuisine, Country cooking",,
Foxy,,,Modern Cuisine,,
Le Géraldine,,,Regional Cuisine,,
Mon Lapin,,,Modern Cuisine,,
La Bête,,,Steakhouse,,
Chez Muffy,,,Modern Cuisine,,
Hoogan et Beaufort,,,Modern Cuisine,,
Chez Boulay - Bistro Boréal,,,Modern Cuisine,,
Myranel,,,Modern Cuisine,,
Chez Mathilde,,,Regional Cuisine,,
Candide,,,Modern Cuisine,,
Salle Climatisée,,,French,,
Park,,,"Fusion, Asian",,
Restaurant de l'ITHQ,,,"Regional Cuisine, Classic Cuisine",,
Le Filet,,,Seafood,,
Lawrence,,,Modern Cuisine,,
Joe Beef,,,French,,
Le Club Chasse et Pêche,,,French,,
Le Hobbit,,,Traditional Cuisine,,
Yokato Yokabai,,,Ramen,,
sEb L'Artisan Culinaire,,,Modern Cuisine,,
Le Parlementaire,,,Modern Cuisine,,
Espace Old Mill,,,Modern Cuisine,,
